"id","author","pub.year","title","inc.abst.ahe","inc.abst.sem","inc.full.read","reason","found.by.ref","country","coding.sys","sepsis.def","org.fail.def","data.source","sample.frac.n.units","stud.pop.size","ex.crit.A","ex.crit.B","ex.crit.C","int.valid","study.year.1","study.year.2","study.year.3","study.year.4","study.year.5","study.year.6","study.year.7","study.year.8","study.year.9","study.year.10","study.year.11","avg.age.1","avg.age.2","avg.age.3","avg.age.4","avg.age.5","avg.age.6","avg.age.7","avg.age.8","avg.age.9","avg.age.10","avg.age.11","incid.1","incid.2","incid.3","incid.4","incid.5","incid.6","incid.7","incid.8","incid.9","incid.10","incid.11","severe.incid.1","severe.incid.2","severe.incid.3","severe.incid.4","severe.incid.5","severe.incid.6","severe.incid.7","severe.incid.8","severe.incid.9","severe.incid.10","severe.incid.11","note"
"172","Hauser, R.; Berchtold, W.; Schreiber, A.",1996,"Incidence of deep sepsis in uncemented total hip arthroplasty using clean air facility as a function of antibiotic prophylaxis.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Hayatzaki, Khalilullah; Menne, Sveinar; Nielsen, Karsten",2014,"Prophylactic antibiotics reduce sepsis after biopsy of the prostate.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Hazinski, M. F.; Iberti, T. J.; MacIntyre, N. R.; Parker, M. M.; Tribett, D.; Prion, S.; Chmel, H.",1993,"Epidemiology, pathophysiology and clinical presentation of gram-negative sepsis.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Heininger, Alexandra; Haeberle, Helene; Fischer, Imma; Beck, Robert; Riessen, Reimer; Rohde, Frank; Meisner, Christoph; Jahn, Gerhard; Koenigsrainer, Alfred; Unertl, Klaus; Hamprecht, Klaus",2011,"Cytomegalovirus reactivation and associated outcome of critically ill patients with severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Henriksen, Daniel Pilsgaard; Laursen, Christian B.; Jensen, Thoger Gorm; Hallas, Jesper; Pedersen, Court; Lassen, Annmarie Touborg",2015,"Incidence rate of community-acquired sepsis among hospitalized acute medical patients-a population-based survey.",1,1,1,NA,0,"Denmark","Chart","Bone crit.","MODS","EHR",1,8358,"<15 years","readmissions","immediately preceding hospitalisation",1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Herbst, Andreas; Kallen, Karin",2007,"Time between membrane rupture and delivery and septicemia in term neonates.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Hernandez, Glenn; Castro, Ricardo; Romero, Carlos; de la Hoz, Claudio; Angulo, Daniela; Aranguiz, Ignacio; Larrondo, Jorge; Bujes, Andres; Bruhn, Alejandro",2011,"Persistent sepsis-induced hypotension without hyperlactatemia: is it really septic shock?",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Hervas, J. A.; Alomar, A.; Salva, F.; Reina, J.; Benedi, V. J.",1993,"Neonatal sepsis and meningitis in Mallorca, Spain, 1977-1991.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Hervas, J. A.; Ballesteros, F.; Alomar, A.; Gil, J.; Benedi, V. J.; Alberti, S.",2001,"Increase of Enterobacter in neonatal sepsis: a twenty-two-year study.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Heuer, M.; Taeger, G.; Kaiser, G. M.; Nast-Kolb, D.; Kuhne, C. A.; Ruchholtz, S.; Lefering, R.; Paul, A.; Lendemans, S.",2010,"No further incidence of sepsis after splenectomy for severe trauma: a multi-institutional experience of The trauma registry of the DGU with 1,630 patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Hogberg, U.",1994,"Effect of introduction of sulphonamides on the incidence of and mortality from puerperal sepsis in a Swedish county hospital.",0,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Hornik, C. P.; Fort, P.; Clark, R. H.; Watt, K.; Benjamin, D. K. Jr; Smith, P. B.; Manzoni, P.; Jacqz-Aigrain, E.; Kaguelidou, F.; Cohen-Wolkowiez, M.",2012,"Early and late onset sepsis in very-low-birth-weight infants from a large group of neonatal intensive care units.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Horton, J. A.; Hemming, V. G.; Cruess, D. F.; Korper, M.; Capper, L. M.",1989,"A survey of infants with neonatal sepsis in U.S. Army hospitals.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Hoste, Eric A. J.; Lameire, Norbert H.; Vanholder, Raymond C.; Benoit, Dominique D.; Decruyenaere, Johan M. A.; Colardyn, Francis A.",2003,"Acute renal failure in patients with sepsis in a surgical ICU: predictive factors, incidence, comorbidity, and outcome.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Hotchkiss, Richard S.; Coopersmith, Craig M.; Karl, Irene E.",2005,"Prevention of lymphocyte apoptosis--a potential treatment of sepsis?",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Hubacek, J. A.; Stuber, F.; Frohlich, D.; Book, M.; Wetegrove, S.; Ritter, M.; Rothe, G.; Schmitz, G.",2001,"Gene variants of the bactericidal/permeability increasing protein and lipopolysaccharide binding protein in sepsis patients: gender-specific genetic predisposition to sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Hugonnet, Stephane; Harbarth, Stephan; Ferriere, Karin; Ricou, Bara; Suter, Peter; Pittet, Didier",2003,"Bacteremic sepsis in intensive care: temporal trends in incidence, organ dysfunction, and prognosis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Hugonnet, Stephane; Sax, Hugo; Eggimann, Philippe; Chevrolet, Jean-Claude; Pittet, Didier",2004,"Nosocomial bloodstream infection and clinical sepsis.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Hung, I. J.; Yang, C. P.",1996,"Early-onset sepsis in children with acute lymphoblastic leukemia.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Hyde, Terri B.; Hilger, Tami M.; Reingold, Arthur; Farley, Monica M.; O'Brien, Katherine L.; Schuchat, Anne",2002,"Trends in incidence and antimicrobial resistance of early-onset sepsis: population-based surveillance in San Francisco and Atlanta.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Imdad, Aamer; Bautista, Resti Ma M.; Senen, Kathlynne Anne A.; Uy, Ma Esterlita V.; Mantaring, Jacinto Blas 3rd; Bhutta, Zulfiqar A.",2013,"Umbilical cord antiseptics for preventing sepsis and death among newborns.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Ing, A. F.; McLean, A. P.; Meakins, J. L.",1981,"Multiple-organism bacteremia in the surgical intensive care unit: a sign of intraperitoneal sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Ishihara, H.; Ishihara, S.; Neki, H.; Okawara, M.; Kanazawa, R.; Kohyama, S.; Yamane, F.; Shibazaki, S.; Maesaki, S.; Hashikita, G.",2010,"Frequency and risk factors for sepsis resulting from neuroendovascular treatment.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Issa, Muta M.; Al-Qassab, Usama A.; Hall, John; Ritenour, Chad W. M.; Petros, John A.; Sullivan, Jerry W.",2013,"Formalin disinfection of biopsy needle minimizes the risk of sepsis following prostate biopsy.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Isaacs, D.; Royle, J. A.",1999,"Intrapartum antibiotics and early onset neonatal sepsis caused by group B Streptococcus and by other organisms in Australia. Australasian Study Group for Neonatal Infections.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Iwashyna, Theodore J.; Cooke, Colin R.; Wunsch, Hannah; Kahn, Jeremy M.",2012,"Population burden of long-term survivorship after severe sepsis in older Americans.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Jacobs, E. R.; Bone, R. C.",1986,"Clinical indicators in sepsis and septic adult respiratory distress syndrome.",1,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Jacobson, S.; Johansson, G.; Winso, O.",2004,"Primary sepsis in a university hospital in northern Sweden: a retrospective study.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Jaimes, Fabian",2005,"A literature review of the epidemiology of sepsis in Latin America.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Jain, Prashant K.; McNaught, Clare E.; Anderson, Alexander D. G.; MacFie, John; Mitchell, Charles J.",2004,"Influence of synbiotic containing Lactobacillus acidophilus La5, Bifidobacterium  lactis Bb 12, Streptococcus thermophilus, Lactobacillus bulgaricus and oligofructose on gut barrier function and sepsis in critically ill patients: a randomised controlled trial.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Janota, Jan; Sebkova, Sylva; Visnovska, Magda; Kudlackova, Jana; Hamplova, Drahomira; Zach, Jiri",2014,"Hand hygiene with alcohol hand rub and gloves reduces the incidence of late onset sepsis in preterm neonates.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Japiassu, Andre M.; Amancio, Rodrigo T.; Mesquita, Emerson C.; Medeiros, Denise M.; Bernal, Helena B.; Nunes, Estevao P.; Luz, Paula M.; Grinsztejn, Beatriz; Bozza, Fernando A.",2010,"Sepsis is a major determinant of outcome in critically ill HIV/AIDS patients.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Jeje, E. A.; Mofikoya, B. O.; Osunkoya, S. A.; Olajide, T. G.; Osinowo, A. O.",2012,"Clinical and proctosigmoidoscopic findings in patients with anorectal sepsis in a private health facility in Lagos, Nigeria.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","John Baier, R.; Loggins, John; Yanamandra, Krishna",2005,"Angiotensin converting enzyme insertion/deletion polymorphism does not alter sepsis outcome in ventilated very low birth weight infants.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Johnson, L.; Bowen, F. W. Jr; Abbasi, S.; Herrmann, N.; Weston, M.; Sacks, L.; Porat, R.; Stahl, G.; Peckham, G.; Delivoria-Papadopoulos, M.",1985,"Relationship of prolonged pharmacologic serum levels of vitamin E to incidence of sepsis and necrotizing enterocolitis in infants with birth weight 1,500 grams or  less.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Johnson-Robbins, L. A.; el-Mohandes, A. E.; Simmens, S. J.; Keiser, J. F.",1996,"Staphylococcus epidermidis sepsis in the intensive care nursery: a characterization of risk associations in infants < 1,000 g.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Johnsson, H.; Bergstrom, S.; Ewald, U.; Schwan, A.",1992,"Neonatal septicemia caused by pneumococci.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Johnsson, H.; Ewald, U.",1994,"The incidence of neonatal pneumococcal septicemia in Sweden 1991-92. The result of a national survey.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Johnston, Olwyn; Zalunardo, Nadia; Rose, Caren; Gill, John S.",2007,"Prevention of sepsis during the transition to dialysis may improve the survival of transplant failure patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Jones, W. G.; Barie, P. S.; Yurt, R. W.; Goodwin, C. W.",1986,"Enterococcal burn sepsis. A highly lethal complication in severely burned patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Jaar, B. G.; Hermann, J. A.; Furth, S. L.; Briggs, W.; Powe, N. R.",2000,"Septicemia in diabetic hemodialysis patients: comparison of incidence, risk factors, and mortality with nondiabetic hemodialysis patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Kaplan, Heather C.; Lannon, Carole; Walsh, Michele C.; Donovan, Edward F.",2011,"Ohio statewide quality-improvement collaborative to reduce late-onset sepsis in preterm infants.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Kapoor, Lata; Randhawa, V. S.; Deb, Monorama",2005,"Microbiological profile of neonatal septicemia in a pediatric care hospital in Delhi.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Karlsson, Sari; Varpula, Marjut; Ruokonen, Esko; Pettila, Ville; Parviainen, Ilkka; Ala-Kokko, Tero I.; Kolho, Elina; Rintala, Esa M.",2007,"Incidence, treatment, and outcome of severe sepsis in ICU-treated adults in Finland: the Finnsepsis study.",1,1,1,NA,0,"Finland","Chart","Bone crit.","Bone crit.","ICU",25,4500,"<18 years","same source sepsis","Chronic dialysis treatment/liver disease at admission",0,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Kaushik, S. L.; Parmar, V. R.; Grover, N.; Grover, P. S.; Kaushik, R.",1998,"Neonatal sepsis in hospital born babies.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Kauss, I. A. M.; Grion, Cintia M. C.; Cardoso, L. T. Q.; Anami, E. H. T.; Nunes, L. B.; Ferreira, G. L.; Matsuo, T.; Bonametti, A. M.",2010,"The epidemiology of sepsis in a Brazilian teaching hospital.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Kaya, Selcuk",2012,"Adventure of recombinant human activated protein C in sepsis and new treatment hopes on the horizon.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Kessler, Ulf; Ebneter, Marc; Zachariou, Zacharias; Berger, Steffen",2009,"Postoperative sepsis in infants below 6 months of age.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
